bim_code,product_category_slug,product_category_name_ar,product_category_name_en,product_category_child_slug,product_category_child_name_ar,product_category_child_name_en,brand_slug,brand_name_ar,brand_name_en,brand_country_code,product_type,name_ar,name_en,short_name_ar,unit_code,unit_name_ar,unit_name_en,unit_type,package_value,package_label_ar,package_label_en,country_code,market_scope,is_verified_egypt,verification_source,search_keywords,approval_status,sort_order
BIM-RT-RBAR-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,beshay_steel,حديد بشاي,Beshay Steel,EG,simple,حديد بشاي حديد تسليح قطر ١٢ مم,Beshay Steel Rebar 12mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Beshay Steel,approved,146
BIM-RT-RBAR-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,beshay_steel,حديد بشاي,Beshay Steel,EG,simple,حديد بشاي حديد تسليح قطر ١٦ مم,Beshay Steel Rebar 16mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Beshay Steel,approved,147
BIM-RT-RBAR-007,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,suez_steel,حديد السويس,Suez Steel,EG,simple,حديد السويس حديد تسليح قطر ١٠ مم,Suez Steel Rebar 10mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Suez Steel,approved,148
BIM-RT-RBAR-008,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,suez_steel,حديد السويس,Suez Steel,EG,simple,حديد السويس حديد تسليح قطر ١٢ مم,Suez Steel Rebar 12mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Suez Steel,approved,149
BIM-RT-RBAR-009,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,suez_steel,حديد السويس,Suez Steel,EG,simple,حديد السويس حديد تسليح قطر ١٦ مم,Suez Steel Rebar 16mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Suez Steel,approved,150
BIM-RT-RBAR-010,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,marakby_steel,حديد المراكبي,Marakby Steel,EG,simple,حديد المراكبي حديد تسليح قطر ١٠ مم,Marakby Steel Rebar 10mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Marakby Steel,approved,151
BIM-RT-RBAR-011,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,marakby_steel,حديد المراكبي,Marakby Steel,EG,simple,حديد المراكبي حديد تسليح قطر ١٢ مم,Marakby Steel Rebar 12mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Marakby Steel,approved,152
BIM-RT-RBAR-012,building_hardware,مواد بناء وعدد,Building Materials & Hardware,rebar_steel,حديد تسليح,Rebar & Steel,marakby_steel,حديد المراكبي,Marakby Steel,EG,simple,حديد المراكبي حديد تسليح قطر ١٦ مم,Marakby Steel Rebar 16mm,حديد تسليح,ton,طن,Ton,weight,1,طن,,EG,egypt,0,research,حديد تسليح rebar steel Marakby Steel,approved,153
BIM-RT-CMNT-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,lafarge,لافارج,Lafarge,FR,simple,لافارج أسمنت بورتلاندي عادي شيكارة ٥٠ كجم,Lafarge Ordinary Portland Cement 50kg,أسمنت بورتلاندي,bag,كيس,Bag,count,50,شيكارة ٥٠ كجم,,EG,egypt,0,research,اسمنت cement Lafarge,approved,154
BIM-RT-CMNT-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,suez_cement,أسمنت السويس,Suez Cement,EG,simple,أسمنت السويس أسمنت بورتلاندي عادي شيكارة ٥٠ كجم,Suez Cement Ordinary Portland Cement 50kg,أسمنت بورتلاندي,bag,كيس,Bag,count,50,شيكارة ٥٠ كجم,,EG,egypt,0,research,اسمنت cement Suez Cement,approved,155
BIM-RT-CMNT-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,titan_cement,تيتان,Titan,GR,simple,تيتان أسمنت بورتلاندي عادي شيكارة ٥٠ كجم,Titan Ordinary Portland Cement 50kg,أسمنت بورتلاندي,bag,كيس,Bag,count,50,شيكارة ٥٠ كجم,,EG,egypt,0,research,اسمنت cement Titan,approved,156
BIM-RT-CMNT-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,el_arish_cement,أسمنت العريش,El Arish Cement,EG,simple,أسمنت العريش أسمنت بورتلاندي عادي شيكارة ٥٠ كجم,El Arish Cement Ordinary Portland Cement 50kg,أسمنت بورتلاندي,bag,كيس,Bag,count,50,شيكارة ٥٠ كجم,,EG,egypt,0,research,اسمنت cement El Arish Cement,approved,157
BIM-RT-CMNT-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,helwan_cement,أسمنت حلوان,Helwan Cement,EG,simple,أسمنت حلوان أسمنت بورتلاندي عادي شيكارة ٥٠ كجم,Helwan Cement Ordinary Portland Cement 50kg,أسمنت بورتلاندي,bag,كيس,Bag,count,50,شيكارة ٥٠ كجم,,EG,egypt,0,research,اسمنت cement Helwan Cement,approved,158
BIM-RT-CMNT-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,generic,بدون علامة,Generic,EG,simple,طوب طفلي مصمت,Solid Clay Brick,طوب طفلي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,طوب طفلي مواد بناء building,approved,159
BIM-RT-CMNT-007,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,generic,بدون علامة,Generic,EG,simple,طوب أسمنتي مفرغ,Hollow Concrete Block,طوب أسمنتي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,طوب أسمنتي مواد بناء building,approved,160
BIM-RT-CMNT-008,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,generic,بدون علامة,Generic,EG,simple,رمل بناء متر مكعب,Building Sand per m3,رمل بناء,pcs,قطعة,Piece,count,,متر مكعب,,EG,egypt,0,research,رمل بناء مواد بناء building,approved,161
BIM-RT-CMNT-009,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,generic,بدون علامة,Generic,EG,simple,زلط متر مكعب,Gravel per m3,زلط,pcs,قطعة,Piece,count,,متر مكعب,,EG,egypt,0,research,زلط مواد بناء building,approved,162
BIM-RT-CMNT-010,building_hardware,مواد بناء وعدد,Building Materials & Hardware,cement_building,أسمنت ومواد بناء,Cement & Building Materials,generic,بدون علامة,Generic,EG,simple,جبس بلدي شيكارة ٢٥ كجم,Gypsum Plaster 25kg,جبس,bag,كيس,Bag,count,25,شيكارة ٢٥ كجم,,EG,egypt,0,research,جبس مواد بناء building,approved,163
BIM-RT-MRBL-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,marble_stone,رخام وجرانيت,Marble & Granite,generic,بدون علامة,Generic,EG,simple,رخام سيلفيا متر مربع,Silvia Marble per m2,رخام سيلفيا,pcs,قطعة,Piece,count,,متر مربع,,EG,egypt,0,research,رخام سيلفيا رخام جرانيت marble granite,approved,164
BIM-RT-MRBL-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,marble_stone,رخام وجرانيت,Marble & Granite,generic,بدون علامة,Generic,EG,simple,رخام تريستا متر مربع,Triesta Marble per m2,رخام تريستا,pcs,قطعة,Piece,count,,متر مربع,,EG,egypt,0,research,رخام تريستا رخام جرانيت marble granite,approved,165
BIM-RT-MRBL-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,marble_stone,رخام وجرانيت,Marble & Granite,generic,بدون علامة,Generic,EG,simple,رخام جلالة متر مربع,Galala Marble per m2,رخام جلالة,pcs,قطعة,Piece,count,,متر مربع,,EG,egypt,0,research,رخام جلالة رخام جرانيت marble granite,approved,166
BIM-RT-MRBL-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,marble_stone,رخام وجرانيت,Marble & Granite,generic,بدون علامة,Generic,EG,simple,جرانيت حلايب متر مربع,Halayeb Granite per m2,جرانيت حلايب,pcs,قطعة,Piece,count,,متر مربع,,EG,egypt,0,research,جرانيت حلايب رخام جرانيت marble granite,approved,167
BIM-RT-MRBL-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,marble_stone,رخام وجرانيت,Marble & Granite,generic,بدون علامة,Generic,EG,simple,جرانيت أسوان الأحمر متر مربع,Aswan Red Granite per m2,جرانيت أسوان,pcs,قطعة,Piece,count,,متر مربع,,EG,egypt,0,research,جرانيت أسوان رخام جرانيت marble granite,approved,168
BIM-RT-MRBL-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,marble_stone,رخام وجرانيت,Marble & Granite,generic,بدون علامة,Generic,EG,simple,جرانيت فردي جراي متر مربع,Verdi Grey Granite per m2,جرانيت فردي,pcs,قطعة,Piece,count,,متر مربع,,EG,egypt,0,research,جرانيت فردي رخام جرانيت marble granite,approved,169
BIM-RT-SAFE-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,طفاية حريق بودرة ٦ كجم,Dry Powder Fire Extinguisher 6kg,طفاية حريق,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,طفاية حريق سيفتي safety fire,approved,170
BIM-RT-SAFE-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,طفاية حريق ثاني أكسيد الكربون ٥ كجم,CO2 Fire Extinguisher 5kg,طفاية حريق,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,طفاية حريق سيفتي safety fire,approved,171
BIM-RT-SAFE-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,كاشف دخان,Smoke Detector,كاشف دخان,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كاشف دخان سيفتي safety fire,approved,172
BIM-RT-SAFE-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,جرس إنذار حريق,Fire Alarm Bell,جرس إنذار,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,جرس إنذار سيفتي safety fire,approved,173
BIM-RT-SAFE-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,خرطوم إطفاء بكرة,Fire Hose Reel,خرطوم إطفاء,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,خرطوم إطفاء سيفتي safety fire,approved,174
BIM-RT-SAFE-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,خوذة أمان,Safety Helmet,خوذة أمان,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,خوذة أمان سيفتي safety fire,approved,175
BIM-RT-SAFE-007,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,حزام أمان للعمل على ارتفاع,Safety Harness,حزام أمان,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,حزام أمان سيفتي safety fire,approved,176
BIM-RT-SAFE-008,building_hardware,مواد بناء وعدد,Building Materials & Hardware,safety_fire,سيفتي ومقاومة حرائق,Safety & Fire Protection,generic,بدون علامة,Generic,EG,simple,نظارة أمان شفافة,Clear Safety Goggles,نظارة أمان,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,نظارة أمان سيفتي safety fire,approved,177
BIM-RT-TOOL-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,bosch,بوش,Bosch,DE,simple,بوش شنيور دقاق ٧٠٠ وات,Bosch Impact Drill 700W,شنيور,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شنيور عدة tools Bosch,approved,178
BIM-RT-TOOL-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,bosch,بوش,Bosch,DE,simple,بوش صاروخ قطع ١٢٥ مم,Bosch Angle Grinder 125mm,صاروخ قطع,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,صاروخ قطع عدة tools Bosch,approved,179
BIM-RT-TOOL-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,bosch,بوش,Bosch,DE,simple,بوش مفك كهربائي بالبطارية ١٢ فولت,Bosch Cordless Screwdriver 12V,مفك كهربائي,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,مفك كهربائي عدة tools Bosch,approved,180
BIM-RT-TOOL-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,makita,ماكيتا,Makita,JP,simple,ماكيتا شنيور بالبطارية ١٨ فولت,Makita Cordless Drill 18V,شنيور بالبطارية,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شنيور بالبطارية عدة tools Makita,approved,181
BIM-RT-TOOL-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,makita,ماكيتا,Makita,JP,simple,ماكيتا منشار دائري ١٩٠ مم,Makita Circular Saw 190mm,منشار دائري,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,منشار دائري عدة tools Makita,approved,182
BIM-RT-TOOL-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,stanley,ستانلي,Stanley,US,simple,ستانلي شنطة عدة ١٥٠ قطعة,Stanley Tool Set 150pcs,شنطة عدة,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شنطة عدة عدة tools Stanley,approved,183
BIM-RT-TOOL-007,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,stanley,ستانلي,Stanley,US,simple,ستانلي متر قياس ٥ متر,Stanley Measuring Tape 5m,متر قياس,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,متر قياس عدة tools Stanley,approved,184
BIM-RT-TOOL-008,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,stanley,ستانلي,Stanley,US,simple,ستانلي شاكوش ٥٠٠ جم,Stanley Claw Hammer 500g,شاكوش,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شاكوش عدة tools Stanley,approved,185
BIM-RT-TOOL-009,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,total_tools,توتال,Total Tools,CN,simple,توتال شنيور دقاق ٦٥٠ وات,Total Tools Impact Drill 650W,شنيور,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شنيور عدة tools Total Tools,approved,186
BIM-RT-TOOL-010,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,total_tools,توتال,Total Tools,CN,simple,توتال طقم مفكات ٦ قطع,Total Tools Screwdriver Set 6pcs,طقم مفكات,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,طقم مفكات عدة tools Total Tools,approved,187
BIM-RT-TOOL-011,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,ingco,انجكو,Ingco,CN,simple,انجكو صاروخ قطع ١١٥ مم,Ingco Angle Grinder 115mm,صاروخ قطع,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,صاروخ قطع عدة tools Ingco,approved,188
BIM-RT-TOOL-012,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,ingco,انجكو,Ingco,CN,simple,انجكو زرادية عادية ٨ بوصة,Ingco Combination Pliers 8 inch,زرادية,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,زرادية عدة tools Ingco,approved,189
BIM-RT-TOOL-013,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,dewalt,ديوالت,DeWalt,US,simple,ديوالت شنيور هيلتي دقاق ٨٠٠ وات,DeWalt Rotary Hammer 800W,شنيور دقاق,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شنيور دقاق عدة tools DeWalt,approved,190
BIM-RT-TOOL-014,building_hardware,مواد بناء وعدد,Building Materials & Hardware,power_hand_tools,عدد وأدوات كهربائية,Power & Hand Tools,black_decker,بلاك اند ديكر,Black+Decker,US,simple,بلاك اند ديكر ماكينة تجليخ ٥٠٠ وات,Black+Decker Bench Grinder 500W,ماكينة تجليخ,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ماكينة تجليخ عدة tools Black+Decker,approved,191
BIM-RT-HOSE-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,hoses_fittings,خراطيم ووصلات,Hoses & Fittings,generic,بدون علامة,Generic,EG,simple,خرطوم مياه بلاستيك ١/٢ بوصة,PVC Water Hose 1/2 inch,خرطوم مياه,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,خرطوم مياه خراطيم وصلات hose fitting,approved,192
BIM-RT-HOSE-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,hoses_fittings,خراطيم ووصلات,Hoses & Fittings,generic,بدون علامة,Generic,EG,simple,خرطوم ري بالتنقيط,Drip Irrigation Hose,خرطوم ري,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,خرطوم ري خراطيم وصلات hose fitting,approved,193
BIM-RT-HOSE-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,hoses_fittings,خراطيم ووصلات,Hoses & Fittings,generic,بدون علامة,Generic,EG,simple,كوع بلاستيك ١/٢ بوصة,PVC Elbow 1/2 inch,كوع بلاستيك,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كوع بلاستيك خراطيم وصلات hose fitting,approved,194
BIM-RT-HOSE-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,hoses_fittings,خراطيم ووصلات,Hoses & Fittings,generic,بدون علامة,Generic,EG,simple,محبس مياه نحاس ١/٢ بوصة,Brass Water Valve 1/2 inch,محبس مياه,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,محبس مياه خراطيم وصلات hose fitting,approved,195
BIM-RT-HOSE-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,hoses_fittings,خراطيم ووصلات,Hoses & Fittings,generic,بدون علامة,Generic,EG,simple,وصلة خرطوم سريعة,Quick Hose Connector,وصلة خرطوم,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,وصلة خرطوم خراطيم وصلات hose fitting,approved,196
BIM-RT-HOSE-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,hoses_fittings,خراطيم ووصلات,Hoses & Fittings,generic,بدون علامة,Generic,EG,simple,شريط تفلون سباكة,Teflon Plumbing Tape,شريط تفلون,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شريط تفلون خراطيم وصلات hose fitting,approved,197
BIM-RT-LOCK-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,keys_locks,مفاتيح وأقفال,Keys & Locks,yale,ييل,Yale,GB,simple,ييل كالون باب أمان,Yale Security Door Lock,كالون باب,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كالون باب مفاتيح اقفال lock key,approved,198
BIM-RT-LOCK-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,keys_locks,مفاتيح وأقفال,Keys & Locks,yale,ييل,Yale,GB,simple,ييل كالون ديجيتال بالبصمة,Yale Digital Fingerprint Lock,كالون ديجيتال,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كالون ديجيتال مفاتيح اقفال lock key,approved,199
BIM-RT-LOCK-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,keys_locks,مفاتيح وأقفال,Keys & Locks,kale_kilit,كالة,Kale Kilit,TR,simple,كالة كالون باب مصفح,Kale Kilit Armored Door Lock,كالون باب,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كالون باب مفاتيح اقفال lock key,approved,200
BIM-RT-LOCK-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,keys_locks,مفاتيح وأقفال,Keys & Locks,generic,بدون علامة,Generic,EG,simple,قفل حديد ٥٠ مم,Generic Padlock 50mm,قفل حديد,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,قفل حديد مفاتيح اقفال lock key,approved,201
BIM-RT-LOCK-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,keys_locks,مفاتيح وأقفال,Keys & Locks,generic,بدون علامة,Generic,EG,simple,اسطوانة كالون ٧٠ مم,Generic Lock Cylinder 70mm,اسطوانة كالون,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,اسطوانة كالون مفاتيح اقفال lock key,approved,202
BIM-RT-LOCK-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,keys_locks,مفاتيح وأقفال,Keys & Locks,generic,بدون علامة,Generic,EG,simple,ماكينة نسخ مفاتيح,Generic Key Cutting Machine,ماكينة نسخ مفاتيح,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ماكينة نسخ مفاتيح مفاتيح اقفال lock key,approved,203
BIM-RT-CARP-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,carpentry_supplies,مستلزمات نجارة,Carpentry Supplies,generic,بدون علامة,Generic,EG,simple,لوح خشب MDF ١٨ مم,MDF Board 18mm,لوح MDF,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,لوح MDF نجارة carpentry,approved,204
BIM-RT-CARP-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,carpentry_supplies,مستلزمات نجارة,Carpentry Supplies,generic,بدون علامة,Generic,EG,simple,لوح خشب كونتر ١٨ مم,Plywood Board 18mm,لوح كونتر,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,لوح كونتر نجارة carpentry,approved,205
BIM-RT-CARP-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,carpentry_supplies,مستلزمات نجارة,Carpentry Supplies,generic,بدون علامة,Generic,EG,simple,قشرة خشب زان,Beech Wood Veneer,قشرة زان,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,قشرة زان نجارة carpentry,approved,206
BIM-RT-CARP-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,carpentry_supplies,مستلزمات نجارة,Carpentry Supplies,generic,بدون علامة,Generic,EG,simple,غراء خشب أبيض ١ كجم,White Wood Glue 1kg,غراء خشب,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,غراء خشب نجارة carpentry,approved,207
BIM-RT-CARP-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,carpentry_supplies,مستلزمات نجارة,Carpentry Supplies,generic,بدون علامة,Generic,EG,simple,مفصلة باب مطبخ,Kitchen Cabinet Hinge,مفصلة,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,مفصلة نجارة carpentry,approved,208
BIM-RT-CARP-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,carpentry_supplies,مستلزمات نجارة,Carpentry Supplies,generic,بدون علامة,Generic,EG,simple,مجرى درج تليسكوبي ٤٥ سم,Telescopic Drawer Slide 45cm,مجرى درج,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,مجرى درج نجارة carpentry,approved,209
BIM-RT-CARP-007,building_hardware,مواد بناء وعدد,Building Materials & Hardware,carpentry_supplies,مستلزمات نجارة,Carpentry Supplies,generic,بدون علامة,Generic,EG,simple,كالون درج,Drawer Lock,كالون درج,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,كالون درج نجارة carpentry,approved,210
BIM-RT-PLAS-001,building_hardware,مواد بناء وعدد,Building Materials & Hardware,plastic_packaging,بلاستيك وأكياس,Plastic & Packaging,generic,بدون علامة,Generic,EG,simple,أكياس بلاستيك شفافة كيلو,Clear Plastic Bags 1kg,أكياس بلاستيك,pack,عبوة,Pack,count,,,,EG,egypt,0,research,أكياس بلاستيك بلاستيك تغليف plastic packaging,approved,211
BIM-RT-PLAS-002,building_hardware,مواد بناء وعدد,Building Materials & Hardware,plastic_packaging,بلاستيك وأكياس,Plastic & Packaging,generic,بدون علامة,Generic,EG,simple,أكياس قمامة كبيرة رول,Large Garbage Bags Roll,أكياس قمامة,pack,عبوة,Pack,count,,,,EG,egypt,0,research,أكياس قمامة بلاستيك تغليف plastic packaging,approved,212
BIM-RT-PLAS-003,building_hardware,مواد بناء وعدد,Building Materials & Hardware,plastic_packaging,بلاستيك وأكياس,Plastic & Packaging,generic,بدون علامة,Generic,EG,simple,شنط بلاستيك بأيدي كيلو,Plastic Handle Bags 1kg,شنط بلاستيك,pack,عبوة,Pack,count,,,,EG,egypt,0,research,شنط بلاستيك بلاستيك تغليف plastic packaging,approved,213
BIM-RT-PLAS-004,building_hardware,مواد بناء وعدد,Building Materials & Hardware,plastic_packaging,بلاستيك وأكياس,Plastic & Packaging,generic,بدون علامة,Generic,EG,simple,علب بلاستيك تيك اواي ٥٠ قطعة,Takeaway Containers 50pcs,علب تيك اواي,pack,عبوة,Pack,count,,,,EG,egypt,0,research,علب تيك اواي بلاستيك تغليف plastic packaging,approved,214
BIM-RT-PLAS-005,building_hardware,مواد بناء وعدد,Building Materials & Hardware,plastic_packaging,بلاستيك وأكياس,Plastic & Packaging,generic,بدون علامة,Generic,EG,simple,فيلم استرتش تغليف,Stretch Wrap Film,فيلم استرتش,pack,عبوة,Pack,count,,,,EG,egypt,0,research,فيلم استرتش بلاستيك تغليف plastic packaging,approved,215
BIM-RT-PLAS-006,building_hardware,مواد بناء وعدد,Building Materials & Hardware,plastic_packaging,بلاستيك وأكياس,Plastic & Packaging,generic,بدون علامة,Generic,EG,simple,شريط لاصق تغليف,Packing Tape,شريط لاصق,pack,عبوة,Pack,count,,,,EG,egypt,0,research,شريط لاصق بلاستيك تغليف plastic packaging,approved,216
BIM-RT-CARS-001,vehicles_parts,مركبات وقطع غيار,Vehicles & Parts,cars_showroom,سيارات,Cars,hyundai,هيونداي,Hyundai,KR,simple,هيونداي النترا CN٧,Hyundai Elantra CN7,النترا CN٧,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,هيونداي النترا CN٧ سيارة car,approved,217
BIM-RT-CARS-002,vehicles_parts,مركبات وقطع غيار,Vehicles & Parts,cars_showroom,سيارات,Cars,hyundai,هيونداي,Hyundai,KR,simple,هيونداي اكسنت RB,Hyundai Accent RB,اكسنت RB,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,هيونداي اكسنت RB سيارة car,approved,218
